ObjectGUID;ObjectId;Alfa;Beta;Tau1;Phi1;I1;Tau2;Phi2;I2;Tau3;Phi3;I3;Tau4;Phi4;I4;J;Q;U;V;P;J0;Q0;U0;V0;P0;Alfa1;Beta1;Gamma;Re_Hi;Im_Hi;ErrorCode;ErrorCode01
{1C0AD947-377A-477F-B1EF-3AE650BF22EE};137;6;10;0;0;0,2;0;1,570796327;0,18;0;0,785398163;0,165;1,570796327;0,785398163;0,19;0,38;0,02;-0,05;-1,38778E-17;0,141714863;0,543872501;-0,338145775;0,054604994;0,012982694;0,630243775;0;0;0,785398163;0;0;0;1
{1C52B449-EDDF-4E3B-BB9E-CA91C93E3CA9};97;4;12;0;0;1,025;0;1,570796327;0,435;0;0,785398163;0,67;1,570796327;0,785398163;0,73;1,46;0,59;-0,12;-4,44089E-16;0,412383376;1,59294682;-0,538597349;0,131051987;0,031158467;0,348528255;0;0;0,785398163;0;0;0;1
{20171837-6ECC-46B4-BB9C-5F941B169981};100;4;15;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{225A755D-99D2-44B2-A236-4C4F371E1D4A};54;2;11;0;0;0,1;0;1,570796327;0,05;0;0,785398163;0,075;1,570796327;0,785398163;0,075;0,15;0,05;-5,55112E-17;-5,55112E-17;0,333333333;0,17393422;-0,071070857;4,621E-17;7,50374E-17;0,408607673;-8,71967E-16;1,23315E-15;0,785398163;-8,71967E-16;1,23315E-15;0;0
{24755FAF-8AB8-44E7-AF36-E2272BE5BDA1};61;2;18;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{24D0BDFA-219D-4455-8152-560D4138C397};198;9;8;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{25189439-D4B7-415A-B805-F348E76D4493};58;2;15;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{25F98A3B-AF0A-434B-9E79-EE2FC9CA25C2};183;8;14;0;0;0,685;0;1,570796327;0,025;0;0,785398163;0,355;1,570796327;0,785398163;0,355;0,71;0,66;-6,66134E-16;-6,66134E-16;0,929577465;0,413558288;0,291055749;5,5452E-16;9,00449E-16;0,703784105;-7,92697E-16;1,12104E-15;0,785398163;-7,92697E-16;1,12104E-15;0;0
{26F6025B-599D-4731-8656-80C065D1C354};38;1;16;0;0;0,25;0;1,570796327;0,11;0;0,785398163;0,195;1,570796327;0,785398163;0,195;0,36;0,14;0,03;0,03;0,406353857;0,398084788;-0,140926381;-0,02497338;-0,040552613;0,373679874;0,105737738;-0,146565383;0,785398163;0,106133574;-0,147623957;0;0
{27FB5292-95AD-4BED-8BA7-CBB7A74E607C};14;0;13;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{28BC58DA-5EB5-441B-A7C5-DD8879988C88};206;9;16;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{2C6F9B8B-23F0-481B-8F0F-9292D1C57565};73;3;9;0;0;0,66;0;1,570796327;0,58;0;0,785398163;0,62;1,570796327;0,785398163;0,62;1,24;0,08;-5,55112E-17;-5,55112E-17;0,064516129;1,760478544;-1,081580348;4,621E-17;7,50374E-17;0,614367242;-5,44979E-16;7,70717E-16;0,785398163;-5,44979E-16;7,70717E-16;0;0
{2DCFC206-525D-4EE1-8A02-FE277A3E5FBC};45;2;2;0;0;0,075;0;1,570796327;0,075;0;0,785398163;0,075;1,570796327;0,785398163;0,075;0,15;0;0;0;0;0,222327569;-0,145180047;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{2E1DA477-20CE-44F1-A437-6C60D73D2F99};64;3;0;0;0;0,325;0;1,570796327;0,115;0;0,785398163;0,22;1,570796327;0,785398163;0,23;0,44;0,21;-1,66533E-16;0,02;0,479432343;0,448908803;-0,114602874;0,005193078;-0,021841998;0,260144701;0;0;0,785398163;0;0;0;2
{2EF8C355-F091-46CA-879C-D4A3FC7FAC92};4;0;3;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{3240078D-DD7C-46B2-811A-E1C68CE35DEA};156;7;8;0;0;1,55;0;1,570796327;0,5;0;0,785398163;1,025;1,570796327;0,785398163;1,025;2,05;1,05;-1,11022E-15;-1,11022E-15;0,512195122;2,022216448;-0,427834321;9,24201E-16;1,50075E-15;0,211567027;-8,30445E-16;1,17443E-15;0,785398163;-8,30445E-16;1,17443E-15;0;0
{326380C8-7384-404F-AA68-1039DE4DFAF1};20;0;19;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{33736D73-C401-4C2C-B8EE-EEAF9FBD7D53};162;7;14;0;0;0,955;0;1,570796327;0,365;0;0,785398163;0,66;1,570796327;0,785398163;0,66;1,32;0,59;-3,33067E-16;-3,33067E-16;0,446969697;1,385441089;-0,403095972;2,7726E-16;4,50224E-16;0,290951362;-4,43373E-16;6,27024E-16;0,785398163;-4,43373E-16;6,27024E-16;0;0
{3383DF68-4CD7-44E3-BEBF-3D5AC7BE673C};5;0;4;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{339A1955-3299-4222-A4DB-91B6ECEAF770};185;8;16;0;0;0,67;0;1,570796327;0,05;0;0,785398163;0,36;1,570796327;0,785398163;0,36;0,72;0,62;-5,55112E-16;-5,55112E-16;0,861111111;0,467094805;0,222089728;4,621E-16;7,50374E-16;0,475470345;-7,03199E-16;9,94474E-16;0,785398163;-7,03199E-16;9,94474E-16;0;0
{37F6A4E0-8EB1-4D98-8C86-C29E24CA2A0A};56;2;13;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{39FD8559-AE0C-4CAB-B6CF-D2CEC55ED9CE};170;8;1;0;0;0,075;0;1,570796327;0,075;0;0,785398163;0,075;1,570796327;0,785398163;0,075;0,15;0;0;0;0;0,222327569;-0,145180047;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{3D43BA0C-0EDE-451F-AE52-1B37014434DE};51;2;8;0;0;0,56;0;1,570796327;0,25;0;0,785398163;0,405;1,570796327;0,785398163;0,405;0,81;0,31;-2,22045E-16;-2,22045E-16;0,382716049;0,900530109;-0,324495276;1,8484E-16;3,0015E-16;0,360338064;-5,62559E-16;7,95579E-16;0,785398163;-5,62559E-16;7,95579E-16;0;0
{3D571F7C-8534-4214-9FFD-998B2A5196C1};138;6;11;0;0;0,05;0;1,570796327;0,05;0;0,785398163;0,05;1,570796327;0,785398163;0,05;0,1;0;0;0;0;0,148218379;-0,096786698;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{3D8D67E9-060C-42D3-B487-BD8CE0947163};197;9;7;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{44C3B0AD-4F3D-47FF-A531-DC8346F424CB};90;4;5;0;0;1,06;0;1,570796327;0,16;0;0,785398163;0,555;1,570796327;0,785398163;0,61;1,22;0,9;-0,11;-7,77156E-16;0,743194511;0,937183947;0,153167701;0,120130988;0,028561928;0,209929361;-0,001669183;0,028193351;0,785398163;-0,001669184;0,028200823;0;0
{4763F5E7-E028-4D2D-B365-EA7FF65393E7};129;6;2;0;0;0,055;0;1,570796327;0,055;0;0,785398163;0,055;1,570796327;0,785398163;0,055;0,11;0;0;0;0;0,163040217;-0,106465367;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{491CADF7-E102-4F7A-871C-113ACEB1E480};81;3;17;0;0;0,05;0;1,570796327;0,05;0;0,785398163;0,05;1,570796327;0,785398163;0,05;0,1;0;0;0;0;0,148218379;-0,096786698;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{497FD1A6-85BE-44C1-95FF-389882B00B4A};181;8;12;0;0;0,54;0;1,570796327;0,08;0;0,785398163;0,3;1,570796327;0,785398163;0,31;0,62;0,46;-0,02;-3,88578E-16;0,742636415;0,473735142;0,081727019;0,021841998;0,005193078;0,178907195;-0,000620058;0,010238951;0,785398163;-0,000620058;0,010239308;0;0
{49AD593A-FD99-4E3C-BAE9-EEAF29412591};72;3;8;0;0;0,735;0;1,570796327;0,605;0;0,785398163;0,67;1,570796327;0,785398163;0,66;1,34;0,13;0;-0,02;0,098156317;1,860303575;-1,104257856;-0,005193078;0,021841998;0,593712808;0;0;0,785398163;0;0;0;2
{4DCB2D5A-0367-4AC8-A2B3-0F5CCA7D1AC8};39;1;17;0;0;0,145;0;1,570796327;0,105;0;0,785398163;0,125;1,570796327;0,785398163;0,125;0,25;0,04;-1,38778E-17;-1,38778E-17;0,16;0,331831269;-0,182679393;1,15525E-17;1,87594E-17;0,550518922;-2,7249E-16;3,85359E-16;0,785398163;-2,7249E-16;3,85359E-16;0;0
{4F867A9F-89F2-43EC-868A-1C4AE368E344};79;3;15;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{4FD7D784-C102-4633-BD39-16BA514CA352};154;7;6;0;0;1,04;0;1,570796327;0,04;0;0,785398163;0,54;1,570796327;0,785398163;0,54;1,08;1;-7,77156E-16;-7,77156E-16;0,925925926;0,632891519;0,436887457;6,46941E-16;1,05052E-15;0,690303858;-6,10377E-16;8,63203E-16;0,785398163;-6,10377E-16;8,63203E-16;0;0
{5011E046-9472-4943-B1B3-E2296C803CD0};28;1;6;0;0;0,21;0;1,570796327;0,21;0;0,785398163;0,21;1,570796327;0,785398163;0,21;0,42;0;0;0;0;0,622517193;-0,40650413;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{51F6D694-5E6F-46E3-8897-7239C31ABFA3};75;3;11;0;0;0,875;0;1,570796327;0,285;0;0,785398163;0,58;1,570796327;0,785398163;0,58;1,16;0,59;-4,44089E-16;-4,44089E-16;0,50862069;1,148291683;-0,248237256;3,6968E-16;6,00299E-16;0,216179617;-5,91164E-16;8,36032E-16;0,785398163;-5,91164E-16;8,36032E-16;0;0
{5229354C-E35D-43AB-86CB-7D323FDF8CAD};47;2;4;0;0;0,07;0;1,570796327;0,07;0;0,785398163;0,07;1,570796327;0,785398163;0,07;0,14;0;0;0;0;0,207505731;-0,135501377;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{52818392-EAAF-472B-BFDA-A5BA45C96AE0};179;8;10;0;0;0,3;0;1,570796327;0,3;0;0,785398163;0,3;1,570796327;0,785398163;0,3;0,6;0;0;0;0;0,889310275;-0,580720186;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{5447106C-FD3A-4F41-B5D9-D8DB72E89B2E};65;3;1;0;0;0,62;0;1,570796327;0,1;0;0,785398163;0,36;1,570796327;0,785398163;0,36;0,72;0,52;-4,44089E-16;-4,44089E-16;0,722222222;0,563881502;0,073871349;3,6968E-16;6,00299E-16;0,131005093;-6,70744E-16;9,48575E-16;0,785398163;-6,70744E-16;9,48575E-16;0;0
{563A0E9B-AEF3-48C3-B026-13B98479337B};92;4;7;0;0;0,705;0;1,570796327;0,395;0;0,785398163;0,5;1,570796327;0,785398163;0,55;1,1;0,31;-0,1;-1,11022E-16;0,296118136;1,330363409;-0,605176699;0,109209989;0,025965389;0,462655301;0;0;0,785398163;0;0;0;1
{57B6B6F6-35CB-414C-AC4B-A265D51E03C6};96;4;11;0;0;0,82;0;1,570796327;0,3;0;0,785398163;0,56;1,570796327;0,785398163;0,56;1,12;0,52;-2,22045E-16;-2,22045E-16;0,464285714;1,156755019;-0,313275442;1,8484E-16;3,0015E-16;0,270822635;-3,35372E-16;4,74288E-16;0,785398163;-3,35372E-16;4,74288E-16;0;0
{58EE1ADF-1144-4689-9279-747FEC650546};180;8;11;0;0;0,1;0;1,570796327;0,1;0;0,785398163;0,1;1,570796327;0,785398163;0,1;0,2;0;0;0;0;0,296436758;-0,193573395;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{5926CC03-DA1E-46F4-8C87-2DA549377BD3};136;6;9;0;0;0,085;0;1,570796327;0,085;0;0,785398163;0,085;1,570796327;0,785398163;0,085;0,17;0;0;0;0;0,251971245;-0,164537386;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{59A153FA-DE7A-4EDF-B310-7BD843053CB7};171;8;2;0;0;0,08;0;1,570796327;0,08;0;0,785398163;0,08;1,570796327;0,785398163;0,08;0,16;0;0;0;0;0,237149407;-0,154858716;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{5A08F524-E70A-4143-A7B7-2DD5B40AC94E};175;8;6;0;0;0,85;0;1,570796327;0,35;0;0,785398163;0,6;1,570796327;0,785398163;0,6;1,2;0,5;-3,88578E-16;-3,88578E-16;0,416666667;1,294687062;-0,420348476;3,2347E-16;5,25262E-16;0,324671875;-6,10377E-16;8,63203E-16;0,785398163;-6,10377E-16;8,63203E-16;0;0
{5C70D532-C7C2-4FA5-A7D7-5BCAE3648531};80;3;16;0;0;0,095;0;1,570796327;0,095;0;0,785398163;0,095;1,570796327;0,785398163;0,085;0,19;0;0;-0,02;0,105263158;0,281614921;-0,183894726;-0,005193078;0,021841998;0,657849083;0;0;0,785398163;0;0;0;2
{5C7DA322-5BBE-42DB-9C9F-02A322EBDC57};44;2;1;0;0;0,105;0;1,570796327;0,105;0;0,785398163;0,105;1,570796327;0,785398163;0,105;0,21;0;0;0;0;0,311258596;-0,203252065;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{5CDB7646-EEE5-4FAF-930A-03B10A20C681};86;4;1;0;0;0,315;0;1,570796327;0,105;0;0,785398163;0,16;1,570796327;0,785398163;0,21;0,42;0,21;-0,1;-1,66533E-16;0,553795398;0,419265128;-0,095245534;0,109209989;0,025965389;0,351130146;0;0;0,785398163;0;0;0;1
{5D5AC8FF-0187-41F6-A990-BFF90E8E5EF0};36;1;14;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{5D6A4037-8BA5-42E4-80C5-279338FF3F83};108;5;2;0;0;0,065;0;1,570796327;0,045;0;0,785398163;0,05;1,570796327;0,785398163;0,055;0,11;0,02;-0,01;-1,38778E-17;0,203278907;0,143682878;-0,076821692;0,010920999;0,002596539;0,540339312;0;0;0,785398163;0;0;0;1
{5FC8C68A-EF78-4E00-A184-656B11EF4713};127;6;0;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{603652DF-07DE-4943-B087-F9267D0F88B2};101;4;16;0;0;0,125;0;1,570796327;0,125;0;0,785398163;0,125;1,570796327;0,785398163;0,11;0,25;0;0;-0,03;0,12;0,370545948;-0,241966744;-0,007789617;0,032762997;0,659294733;0;0;0,785398163;0;0;0;2
{61475499-FD3B-4445-A15A-4D07A5E1ED6E};35;1;13;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{638E48CA-096F-43D1-B5A1-E41919044AEE};77;3;13;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{641129A5-8DA1-4B70-A7C9-3652B4132F68};119;5;13;0;0;0,072;0;1,570796327;0,072;0;0,785398163;0,072;1,570796327;0,785398163;0,072;0,144;0;0;0;0;0,213434466;-0,139372845;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{6922D032-1F86-4A22-963C-EBD2B7C4954B};48;2;5;0;0;0,365;0;1,570796327;0,155;0;0,785398163;0,26;1,570796327;0,785398163;0,26;0,52;0,21;-1,38778E-16;-1,38778E-16;0,403846154;0,567483507;-0,192032232;1,15525E-16;1,87594E-16;0,338392622;-5,19028E-16;7,34017E-16;0,785398163;-5,19028E-16;7,34017E-16;0;0
{69D9C4B6-768D-4BE1-A8AB-E6836BEEB5BA};174;8;5;0;0;1,405;0;1,570796327;0,02;0;0,785398163;0,475;1,570796327;0,785398163;0,475;1,425;1,385;-0,475;-0,475;1;0,771616141;0,67361411;0,395411849;0,642083045;1;-0,165280304;0,225534698;0,785398163;-0,166801952;0,229438147;0;0
{6A3DFEA0-4D1D-4E91-A224-DC3A56E37806};161;7;13;0;0;1,115;0;1,570796327;0,25;0;0,785398163;0,455;1,570796327;0,785398163;0,455;1,365;0,865;-0,455;-0,455;0,789808488;1,185975941;-0,039049443;0,378762929;0,615047969;0,609940021;-0,24216841;0,319627669;0,785398163;-0,247016194;0,330976237;0;0
{6AD173C5-E815-4973-BD18-57C54441B822};99;4;14;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{6CD19483-BD87-45EF-B37E-FA358957A56B};70;3;6;0;0;0,685;0;1,570796327;0,465;0;0,785398163;0,575;1,570796327;0,785398163;0,575;1,15;0,22;-3,33067E-16;-3,33067E-16;0,191304348;1,491580626;-0,786966589;2,7726E-16;4,50224E-16;0,5276058;-1,18905E-15;1,68157E-15;0,785398163;-1,18905E-15;1,68157E-15;0;0
{6E866609-E192-495D-8518-9EB38FAAFCB9};10;0;9;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{6FB7AF56-5DD4-44E7-8409-72AFBB1986F1};11;0;10;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{70A6E7A3-6E19-455A-9786-93AD0166C2CD};62;2;19;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{735B091A-2494-4381-8A2D-A79E1231D900};40;1;18;0;0;0,065;0;1,570796327;0,065;0;0,785398163;0,065;1,570796327;0,785398163;0,065;0,13;0;0;0;0;0,192683893;-0,125822707;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{74B92369-4BF2-4504-AF77-4A101B7A31C5};157;7;9;0;0;0,06;0;1,570796327;0,06;0;0,785398163;0,06;1,570796327;0,785398163;0,06;0,12;0;0;0;0;0,177862055;-0,116144037;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{7762F91C-813D-4EC2-AD76-140EB017B59C};205;9;15;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{785298DB-3E25-4E66-88DE-3571DBB3EAFE};194;9;4;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{797D9D3A-818D-40BF-8403-127E8760EBD6};60;2;17;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{798B3C38-AC02-42E2-B718-E272764249C1};71;3;7;0;0;0,67;0;1,570796327;0,46;0;0,785398163;0,565;1,570796327;0,785398163;0,565;1,13;0,21;-3,33067E-16;-3,33067E-16;0,185840708;1,47161562;-0,782431088;2,7726E-16;4,50224E-16;0,531681695;-1,24567E-15;1,76164E-15;0,785398163;-1,24567E-15;1,76164E-15;0;0
{7A0CBF53-58AB-466A-BB4C-0A9649A74CE3};95;4;10;0;0;0,135;0;1,570796327;0,135;0;0,785398163;0,135;1,570796327;0,785398163;0,135;0,27;0;0;0;0;0,400189624;-0,261324084;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{7A1601C1-BF98-4D09-A445-E947989A45EE};182;8;13;0;0;0,54;0;1,570796327;0,11;0;0,785398163;0,325;1,570796327;0,785398163;0,325;0,65;0,43;-3,33067E-16;-3,33067E-16;0,661538462;0,547236665;0,008225496;2,7726E-16;4,50224E-16;0,015030966;-6,08349E-16;8,60336E-16;0,785398163;-6,08349E-16;8,60336E-16;0;0
{7A450955-8D2B-4A0A-B246-0D35EFFE49EA};133;6;6;0;0;1,115;0;1,570796327;0,015;0;0,785398163;0,565;1,570796327;0,785398163;0,565;1,13;1,1;-8,88178E-16;-8,88178E-16;0,973451327;0,61021401;0,536712487;7,39361E-16;1,2006E-15;0,879547959;-6,34158E-16;8,96835E-16;0,785398163;-6,34158E-16;8,96835E-16;0;0
{7A51F334-E30B-49D8-A05B-3E407CA35779};7;0;6;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{7A7612FC-0974-4058-8AE6-5454576AAA82};26;1;4;0;0;0,13;0;1,570796327;0,13;0;0,785398163;0,13;1,570796327;0,785398163;0,13;0,26;0;0;0;0;0,385367786;-0,251645414;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{7B282258-96CD-4CED-94D0-3106DC051107};69;3;5;0;0;0,785;0;1,570796327;0,44;0;0,785398163;0,61;1,570796327;0,785398163;0,61;1,225;0,345;-0,005;-0,005;0,281691801;1,481761038;-0,674283639;0,00416223;0,006758769;0,455087116;0,001355197;0,003416704;0,785398163;0,001355198;0,003416717;0;0
{7BC68159-AE52-45C3-AA86-A9545378C399};17;0;16;0;0;0,39;0;1,570796327;0,105;0;0,785398163;0,165;1,570796327;0,785398163;0,165;0,495;0,285;-0,165;-0,165;0,744122979;0,457838889;-0,056671773;0,13735359;0,223039373;0,585359813;-0,262441236;0,342886299;0,785398163;-0,268637241;0,356987667;0;0
{7BE2A1FA-9338-4D25-98A7-C940FB3AFEA3};91;4;6;0;0;0,965;0;1,570796327;0,165;0;0,785398163;0,48;1,570796327;0,785398163;0,565;1,13;0,8;-0,17;-7,77156E-16;0,723772628;0,900574104;0,09205735;0,185656981;0,044141161;0,235267893;0;0;0,785398163;0;0;0;1
{7BEEBAEB-7065-4954-A6C3-3072B8424CD6};109;5;3;0;0;0,205;0;1,570796327;0,115;0;0,785398163;0,135;1,570796327;0,785398163;0,16;0,32;0,09;-0,05;-5,55112E-17;0,321738442;0,387190786;-0,176320891;0,054604994;0,012982694;0,477900522;0;0;0,785398163;0;0;0;1
{7C1C586C-9557-4242-8D0C-3C3C14FA00B9};201;9;11;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{7D16F0C5-7E4D-4290-AD9A-0FEBBF2CE81C};120;5;14;0;0;0,077;0;1,570796327;0,077;0;0,785398163;0,077;1,570796327;0,785398163;0,077;0,154;0;0;0;0;0,228256304;-0,149051514;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{7D19126A-0F83-4595-BC37-F837247964B1};178;8;9;0;0;0,355;0;1,570796327;0,355;0;0,785398163;0,355;1,570796327;0,785398163;0,355;0,71;0;0;0;0;1,052350492;-0,687185554;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{7DBB81E0-8F09-4317-AA72-F38DD8D6F661};149;7;1;0;0;0,15;0;1,570796327;0,15;0;0,785398163;0,15;1,570796327;0,785398163;0,15;0,3;0;0;0;0;0,444655138;-0,290360093;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{812137D4-DDA3-4544-9F8D-E1AC7BF96B44};155;7;7;0;0;1,49;0;1,570796327;0,395;0;0,785398163;0,94;1,570796327;0,785398163;0,94;1,885;1,095;-0,005;-0,005;0,580913969;1,734102108;-0,201437999;0,00416223;0,006758769;0,116252858;0,000427124;0,001076463;0,785398163;0,000427124;0,001076463;0;0
{884DC5CB-48E2-45C5-88EA-7B9A7226EB1C};113;5;7;0;0;1,31;0;1,570796327;0,22;0;0,785398163;0,765;1,570796327;0,785398163;0,765;1,53;1,09;-8,88178E-16;-8,88178E-16;0,712418301;1,212766197;0,134743859;7,39361E-16;1,2006E-15;0,111104563;-6,39976E-16;9,05063E-16;0,785398163;-6,39976E-16;9,05063E-16;0;0
{89C47666-0D37-493D-8FDA-BC2BDCEE742D};67;3;3;0;0;0,7;0;1,570796327;0,05;0;0,785398163;0,4;1,570796327;0,785398163;0,4;0,75;0,65;0,05;0,05;0,871779789;0,482524309;0,237519232;-0,0416223;-0,067587689;0,519002706;0;0;0,785398163;0;0;0;1
{8A430037-1802-4387-97A5-ECE026D1B222};165;7;17;0;0;1,276;0;1,570796327;0,72;0;0,785398163;0,99;1,570796327;0,785398163;0,99;1,996;0,556;-0,016;-0,016;0,278787696;2,42030481;-1,107768298;0,013319136;0,02162806;0,457818147;0,002689484;0,00678417;0,785398163;0,002689491;0,006784274;0;0
{8AA80BF5-4768-414A-BDFA-C0283E0A7B45};9;0;8;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{8C217EE4-BEDF-4C1A-BBB3-360D2F5925D6};104;4;19;0;0;0,31;0;1,570796327;0,31;0;0,785398163;0,31;1,570796327;0,785398163;0,31;0,62;0;0;0;0;0,918953951;-0,600077526;0;0;0,653000648;0;0;0,785398163;0;0;0;2
{8E2297CE-07EA-4D88-8EE2-A7AC61F9188E};57;2;14;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{8F1BB5DC-1DD5-4695-8F11-8B83385BE4C2};166;7;18;0;0;0,69;0;1,570796327;0,28;0;0,785398163;0,485;1,570796327;0,785398163;0,485;0,97;0,41;-3,33067E-16;-3,33067E-16;0,422680412;1,040892818;-0,331135613;2,7726E-16;4,50224E-16;0,318126523;-6,38025E-16;9,02303E-16;0,785398163;-6,38025E-16;9,02303E-16;0;0
{93970AA1-3C28-4085-B02D-6B841D2A9D96};130;6;3;0;0;0,115;0;1,570796327;0,035;0;0,785398163;0,075;1,570796327;0,785398163;0,075;0,15;0,08;-6,93889E-17;-6,93889E-17;0,533333333;0,144898211;-0,026605343;5,77625E-17;9,37968E-17;0,183614022;-6,81224E-16;9,63397E-16;0,785398163;-6,81224E-16;9,63397E-16;0;0
{948BA742-5A19-4795-953B-273C45219FC6};192;9;2;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{97CC3C7C-4D83-44BD-89E5-A954257F828C};19;0;18;0;0;0;0;1,570796327;0;0;0,785398163;0;1,570796327;0,785398163;0;0;0;0;0;0;0;0;0;0;0;0;0;0,785398163;0;0;0;2
{991520CC-0358-4D20-B057-F3403F81A1F0};158;7;10;0;0;0,105;0;1,570796327;0,105;0;0,785398163;0,105;1,570796327;0,785398163;0,105;0,21;0;0;0;0;0,311258596;-0,203252065;0;0;0,653000648;0;0;0,785398163;0;0;0;2
